
 time | altitude |  velocity | accel_bias | alt (bmp) | vert_accel |
   122.2s     |522.9793m      | 0.0076m/s    | 0.0163m/s^2  | 522.9061m      | 0.0183m/s^2  |
   122.3s     |522.9784m      | 0.0077m/s    | 0.0163m/s^2  | 522.9211m      | 0.0184m/s^2  |
   122.4s     |522.9778m      | 0.0084m/s    | 0.0163m/s^2  | 522.9211m      | 0.0258m/s^2  |
   122.5s     |522.9772m      | 0.0091m/s    | 0.0163m/s^2  | 522.9211m      | 0.0248m/s^2  |
   122.6s     |522.9771m      | 0.0095m/s    | 0.0163m/s^2  | 522.9512m      | 0.0176m/s^2  |
   122.7s     |522.9774m      | 0.0094m/s    | 0.0163m/s^2  | 522.9659m      | 0.0144m/s^2  |
   122.8s     |522.9770m      | 0.0094m/s    | 0.0163m/s^2  | 522.9009m      | 0.0205m/s^2  |
   122.9s     |522.9763m      | 0.0090m/s    | 0.0163m/s^2  | 522.9307m      | 0.0159m/s^2  |
   123.0s     |522.9764m      | 0.0089m/s    | 0.0164m/s^2  | 522.9755m      | 0.0180m/s^2  |
   123.1s     |522.9772m      | 0.0085m/s    | 0.0164m/s^2  | 522.9604m      | 0.0078m/s^2  |
   123.2s     |522.9776m      | 0.0075m/s    | 0.0164m/s^2  | 522.9604m      | 0.0047m/s^2  |
   123.3s     |522.9779m      | 0.0071m/s    | 0.0164m/s^2  | 522.9604m      | 0.0114m/s^2  |
   123.4s     |522.9783m      | 0.0072m/s    | 0.0164m/s^2  | 522.9755m      | 0.0191m/s^2  |
   123.5s     |522.9788m      | 0.0070m/s    | 0.0164m/s^2  | 522.9604m      | 0.0183m/s^2  |
   123.6s     |522.9787m      | 0.0074m/s    | 0.0164m/s^2  | 522.9307m      | 0.0180m/s^2  |
   123.7s     |522.9786m      | 0.0077m/s    | 0.0164m/s^2  | 522.9806m      | 0.0185m/s^2  |
   123.8s     |522.9795m      | 0.0084m/s    | 0.0164m/s^2  | 522.9957m      | 0.0217m/s^2  |
   123.9s     |522.9805m      | 0.0089m/s    | 0.0164m/s^2  | 522.9806m      | 0.0209m/s^2  |
   124.0s     |522.9813m      | 0.0089m/s    | 0.0164m/s^2  | 522.9659m      | 0.0167m/s^2  |
   124.1s     |522.9805m      | 0.0090m/s    | 0.0164m/s^2  | 522.9009m      | 0.0132m/s^2  |
   124.2s     |522.9797m      | 0.0083m/s    | 0.0164m/s^2  | 522.9156m      | 0.0055m/s^2  |
   124.3s     |522.9790m      | 0.0073m/s    | 0.0164m/s^2  | 522.9307m      | 0.0070m/s^2  |
   124.4s     |522.9786m      | 0.0067m/s    | 0.0164m/s^2  | 522.9454m      | 0.0099m/s^2  |
   124.5s     |522.9781m      | 0.0059m/s    | 0.0164m/s^2  | 522.9276m      | 0.0099m/s^2  |
   124.6s     |522.9773m      | 0.0052m/s    | 0.0164m/s^2  | 522.9276m      | 0.0197m/s^2  |
   124.7s     |522.9772m      | 0.0054m/s    | 0.0165m/s^2  | 522.9724m      | 0.0193m/s^2  |
   124.8s     |522.9781m      | 0.0055m/s    | 0.0164m/s^2  | 523.0022m      | 0.0178m/s^2  |
   124.9s     |522.9795m      | 0.0052m/s    | 0.0164m/s^2  | 523.0172m      | 0.0061m/s^2  |
   125.0s     |522.9817m      | 0.0048m/s    | 0.0164m/s^2  | 523.0620m      | 0.0102m/s^2  |
   125.1s     |522.9843m      | 0.0042m/s    | 0.0164m/s^2  | 523.0620m      | 0.0073m/s^2  |
   125.2s     |522.9866m      | 0.0042m/s    | 0.0164m/s^2  | 523.0620m      | 0.0231m/s^2  |
   125.3s     |522.9882m      | 0.0049m/s    | 0.0164m/s^2  | 523.0265m      | 0.0279m/s^2  |
   125.4s     |522.9915m      | 0.0063m/s    | 0.0164m/s^2  | 523.1068m      | 0.0234m/s^2  |
   125.5s     |522.9950m      | 0.0077m/s    | 0.0163m/s^2  | 523.1068m      | 0.0232m/s^2  |
   125.6s     |522.9977m      | 0.0079m/s    | 0.0163m/s^2  | 523.0265m      | 0.0130m/s^2  |
   125.7s     |522.9992m      | 0.0086m/s    | 0.0163m/s^2  | 523.0265m      | 0.0277m/s^2  |
   125.8s     |523.0006m      | 0.0094m/s    | 0.0163m/s^2  | 523.0118m      | 0.0209m/s^2  |
   125.9s     |523.0013m      | 0.0094m/s    | 0.0163m/s^2  | 522.9820m      | 0.0153m/s^2  |
   126.0s     |523.0018m      | 0.0092m/s    | 0.0163m/s^2  | 522.9820m      | 0.0097m/s^2  |
   126.1s     |523.0032m      | 0.0086m/s    | 0.0163m/s^2  | 522.9970m      | 0.0113m/s^2  |
   126.2s     |523.0039m      | 0.0086m/s    | 0.0163m/s^2  | 523.0118m      | 0.0135m/s^2  |
   126.3s     |523.0051m      | 0.0086m/s    | 0.0163m/s^2  | 523.0265m      | 0.0149m/s^2  |
   126.4s     |523.0069m      | 0.0087m/s    | 0.0163m/s^2  | 523.1068m      | 0.0154m/s^2  |
   126.5s     |523.0105m      | 0.0095m/s    | 0.0163m/s^2  | 523.1513m      | 0.0164m/s^2  |
   126.6s     |523.0150m      | 0.0100m/s    | 0.0163m/s^2  | 523.1513m      | 0.0126m/s^2  |
   126.7s     |523.0194m      | 0.0105m/s    | 0.0162m/s^2  | 523.1664m      | 0.0182m/s^2  |
   126.8s     |523.0242m      | 0.0113m/s    | 0.0162m/s^2  | 523.2290m      | 0.0207m/s^2  |
   126.9s     |523.0304m      | 0.0124m/s    | 0.0162m/s^2  | 523.1691m      | 0.0149m/s^2  |
   127.0s     |523.0351m      | 0.0138m/s    | 0.0161m/s^2  | 523.1544m      | 0.0302m/s^2  |
   127.1s     |523.0395m      | 0.0152m/s    | 0.0161m/s^2  | 523.1544m      | 0.0253m/s^2  |
   127.2s     |523.0433m      | 0.0153m/s    | 0.0161m/s^2  | 523.1243m      | 0.0075m/s^2  |
   127.3s     |523.0467m      | 0.0146m/s    | 0.0161m/s^2  | 523.0949m      | 0.0073m/s^2  |
   127.4s     |523.0492m      | 0.0144m/s    | 0.0161m/s^2  | 523.0648m      | 0.0140m/s^2  |
   127.5s     |523.0507m      | 0.0145m/s    | 0.0161m/s^2  | 523.0350m      | 0.0147m/s^2  |
   127.6s     |523.0514m      | 0.0142m/s    | 0.0161m/s^2  | 523.0049m      | 0.0165m/s^2  |
   127.7s     |523.0514m      | 0.0141m/s    | 0.0161m/s^2  | 522.9902m      | 0.0145m/s^2  |
   127.8s     |523.0511m      | 0.0148m/s    | 0.0161m/s^2  | 522.9755m      | 0.0289m/s^2  |
   127.9s     |523.0509m      | 0.0152m/s    | 0.0161m/s^2  | 522.9902m      | 0.0253m/s^2  |
   128.0s     |523.0512m      | 0.0154m/s    | 0.0161m/s^2  | 523.0049m      | 0.0198m/s^2  |
   128.1s     |523.0516m      | 0.0158m/s    | 0.0161m/s^2  | 522.9724m      | 0.0273m/s^2  |
   128.2s     |523.0516m      | 0.0165m/s    | 0.0162m/s^2  | 523.0022m      | 0.0236m/s^2  |
   128.3s     |523.0521m      | 0.0167m/s    | 0.0162m/s^2  | 523.0172m      | 0.0091m/s^2  |
   128.4s     |523.0535m      | 0.0158m/s    | 0.0162m/s^2  | 523.0620m      | 0.0116m/s^2  |
   128.5s     |523.0550m      | 0.0158m/s    | 0.0162m/s^2  | 523.0118m      | 0.0120m/s^2  |
   128.6s     |523.0557m      | 0.0156m/s    | 0.0162m/s^2  | 523.0265m      | 0.0181m/s^2  |
   128.7s     |523.0562m      | 0.0148m/s    | 0.0162m/s^2  | 523.0118m      | 0.0094m/s^2  |
   128.8s     |523.0559m      | 0.0144m/s    | 0.0162m/s^2  | 522.9669m      | 0.0107m/s^2  |
   128.9s     |523.0548m      | 0.0134m/s    | 0.0162m/s^2  | 522.9372m      | 0.0129m/s^2  |
   129.0s     |523.0527m      | 0.0129m/s    | 0.0162m/s^2  | 522.9225m      | 0.0197m/s^2  |
   129.1s     |523.0504m      | 0.0124m/s    | 0.0163m/s^2  | 522.9078m      | 0.0133m/s^2  |
   129.2s     |523.0481m      | 0.0118m/s    | 0.0163m/s^2  | 522.9078m      | 0.0105m/s^2  |
   129.3s     |523.0456m      | 0.0108m/s    | 0.0163m/s^2  | 522.8924m      | 0.0111m/s^2  |
   129.4s     |523.0425m      | 0.0099m/s    | 0.0164m/s^2  | 522.8777m      | 0.0154m/s^2  |
   129.5s     |523.0392m      | 0.0090m/s    | 0.0164m/s^2  | 522.8777m      | 0.0067m/s^2  |
   129.6s     |523.0355m      | 0.0078m/s    | 0.0164m/s^2  | 522.8630m      | 0.0102m/s^2  |
   129.7s     |523.0316m      | 0.0067m/s    | 0.0165m/s^2  | 522.8479m      | 0.0104m/s^2  |
   129.8s     |523.0271m      | 0.0062m/s    | 0.0165m/s^2  | 522.8178m      | 0.0193m/s^2  |
   129.9s     |523.0226m      | 0.0055m/s    | 0.0165m/s^2  | 522.8329m      | 0.0205m/s^2  |
   130.0s     |523.0171m      | 0.0058m/s    | 0.0166m/s^2  | 522.7853m      | 0.0285m/s^2  |
   130.1s     |523.0123m      | 0.0060m/s    | 0.0166m/s^2  | 522.8004m      | 0.0228m/s^2  |
   130.2s     |523.0078m      | 0.0056m/s    | 0.0167m/s^2  | 522.8151m      | 0.0162m/s^2  |
   130.3s     |523.0032m      | 0.0049m/s    | 0.0167m/s^2  | 522.8004m      | 0.0123m/s^2  |
   130.4s     |522.9985m      | 0.0038m/s    | 0.0168m/s^2  | 522.8004m      | 0.0146m/s^2  |
   130.5s     |522.9942m      | 0.0028m/s    | 0.0168m/s^2  | 522.8301m      | 0.0069m/s^2  |
   130.6s     |522.9902m      | 0.0018m/s    | 0.0168m/s^2  | 522.7976m      | 0.0137m/s^2  |
   130.7s     |522.9857m      | 0.0013m/s    | 0.0169m/s^2  | 522.8123m      | 0.0146m/s^2  |
   130.8s     |522.9817m      | 0.0011m/s    | 0.0169m/s^2  | 522.8270m      | 0.0269m/s^2  |
   130.9s     |522.9785m      | 0.0012m/s    | 0.0169m/s^2  | 522.8571m      | 0.0200m/s^2  |
   131.0s     |522.9758m      | 0.0010m/s    | 0.0170m/s^2  | 522.8869m      | 0.0138m/s^2  |
   131.1s     |522.9739m      | 0.0007m/s    | 0.0170m/s^2  | 522.8869m      | 0.0213m/s^2  |
   131.2s     |522.9718m      | 0.0010m/s    | 0.0170m/s^2  | 522.8869m      | 0.0172m/s^2  |
   131.3s     |522.9698m      | 0.0008m/s    | 0.0170m/s^2  | 522.8869m      | 0.0162m/s^2  |
   131.4s     |522.9678m      | 0.0003m/s    | 0.0170m/s^2  | 522.8869m      | 0.0161m/s^2  |
   131.5s     |522.9655m      | 0.0004m/s    | 0.0170m/s^2  | 522.8718m      | 0.0228m/s^2  |
   131.6s     |522.9624m      | 0.0003m/s    | 0.0171m/s^2  | 522.8219m      | 0.0171m/s^2  |
   131.7s     |522.9591m      | 0.0003m/s    | 0.0171m/s^2  | 522.8513m      | 0.0177m/s^2  |
   131.8s     |522.9567m      | 0.0001m/s    | 0.0171m/s^2  | 522.8667m      | 0.0145m/s^2  |
   131.9s     |522.9545m      | 0.0005m/s    | 0.0171m/s^2  | 522.8667m      | 0.0227m/s^2  |
   132.0s     |522.9522m      | 0.0001m/s    | 0.0171m/s^2  | 522.8667m      | 0.0159m/s^2  |
   132.1s     |522.9498m      | 0.0007m/s    | 0.0172m/s^2  | 522.8366m      | 0.0311m/s^2  |
   132.2s     |522.9472m      | 0.0019m/s    | 0.0172m/s^2  | 522.8366m      | 0.0283m/s^2  |
   132.3s     |522.9444m      | 0.0018m/s    | 0.0172m/s^2  | 522.8366m      | 0.0165m/s^2  |
   132.4s     |522.9419m      | 0.0009m/s    | 0.0172m/s^2  | 522.8366m      | 0.0125m/s^2  |
   132.5s     |522.9397m      | 0.0004m/s    | 0.0172m/s^2  | 522.8667m      | 0.0156m/s^2  |
   132.6s     |522.9371m      |-0.0003m/s    | 0.0173m/s^2  | 522.8192m      | 0.0115m/s^2  |
   132.7s     |522.9344m      |-0.0012m/s    | 0.0173m/s^2  | 522.8486m      | 0.0091m/s^2  |
   132.8s     |522.9324m      |-0.0019m/s    | 0.0173m/s^2  | 522.8636m      | 0.0082m/s^2  |
   132.9s     |522.9307m      |-0.0029m/s    | 0.0173m/s^2  | 522.8787m      | 0.0129m/s^2  |
   133.0s     |522.9292m      |-0.0033m/s    | 0.0173m/s^2  | 522.8934m      | 0.0145m/s^2  |
   133.1s     |522.9279m      |-0.0037m/s    | 0.0173m/s^2  | 522.8787m      | 0.0161m/s^2  |
   133.2s     |522.9265m      |-0.0039m/s    | 0.0173m/s^2  | 522.8787m      | 0.0154m/s^2  |
   133.3s     |522.9252m      |-0.0038m/s    | 0.0173m/s^2  | 522.8934m      | 0.0173m/s^2  |
   133.4s     |522.9226m      |-0.0040m/s    | 0.0174m/s^2  | 522.8010m      | 0.0243m/s^2  |
   133.5s     |522.9189m      |-0.0037m/s    | 0.0174m/s^2  | 522.7863m      | 0.0168m/s^2  |
   133.6s     |522.9155m      |-0.0040m/s    | 0.0174m/s^2  | 522.7863m      | 0.0177m/s^2  |
   133.7s     |522.9118m      |-0.0044m/s    | 0.0174m/s^2  | 522.7863m      | 0.0154m/s^2  |
   133.8s     |522.9083m      |-0.0047m/s    | 0.0175m/s^2  | 522.7863m      | 0.0193m/s^2  |
   133.9s     |522.9052m      |-0.0044m/s    | 0.0175m/s^2  | 522.8161m      | 0.0231m/s^2  |
   134.0s     |522.9022m      |-0.0045m/s    | 0.0175m/s^2  | 522.8161m      | 0.0169m/s^2  |
   134.1s     |522.8996m      |-0.0053m/s    | 0.0175m/s^2  | 522.8161m      | 0.0057m/s^2  |
   134.2s     |522.8972m      |-0.0072m/s    | 0.0175m/s^2  | 522.8311m      | 0.0043m/s^2  |
   134.3s     |522.8943m      |-0.0078m/s    | 0.0176m/s^2  | 522.7662m      | 0.0147m/s^2  |
   134.4s     |522.8908m      |-0.0078m/s    | 0.0176m/s^2  | 522.7956m      | 0.0232m/s^2  |
   134.5s     |522.8882m      |-0.0076m/s    | 0.0176m/s^2  | 522.8756m      | 0.0192m/s^2  |
   134.6s     |522.8874m      |-0.0074m/s    | 0.0176m/s^2  | 522.8907m      | 0.0213m/s^2  |
   134.7s     |522.8870m      |-0.0071m/s    | 0.0176m/s^2  | 522.8907m      | 0.0175m/s^2  |
   134.8s     |522.8867m      |-0.0073m/s    | 0.0176m/s^2  | 522.9054m      | 0.0165m/s^2  |
   134.9s     |522.8864m      |-0.0081m/s    | 0.0176m/s^2  | 522.9054m      | 0.0136m/s^2  |
   135.0s     |522.8857m      |-0.0087m/s    | 0.0176m/s^2  | 522.8907m      | 0.0119m/s^2  |
   135.1s     |522.8852m      |-0.0089m/s    | 0.0176m/s^2  | 522.9379m      | 0.0171m/s^2  |
   135.2s     |522.8843m      |-0.0087m/s    | 0.0176m/s^2  | 522.8756m      | 0.0228m/s^2  |
   135.3s     |522.8832m      |-0.0086m/s    | 0.0176m/s^2  | 522.8756m      | 0.0154m/s^2  |
   135.4s     |522.8823m      |-0.0091m/s    | 0.0176m/s^2  | 522.8907m      | 0.0096m/s^2  |
   135.5s     |522.8812m      |-0.0103m/s    | 0.0176m/s^2  | 522.8756m      | 0.0008m/s^2  |
   135.6s     |522.8800m      |-0.0116m/s    | 0.0176m/s^2  | 522.8756m      | 0.0128m/s^2  |
   135.7s     |522.8785m      |-0.0116m/s    | 0.0176m/s^2  | 522.8606m      | 0.0236m/s^2  |
   135.8s     |522.8768m      |-0.0117m/s    | 0.0176m/s^2  | 522.8459m      | 0.0109m/s^2  |
   135.9s     |522.8752m      |-0.0127m/s    | 0.0176m/s^2  | 522.8606m      | 0.0075m/s^2  |
   136.0s     |522.8732m      |-0.0131m/s    | 0.0176m/s^2  | 522.8459m      | 0.0203m/s^2  |
   136.1s     |522.8711m      |-0.0124m/s    | 0.0176m/s^2  | 522.8606m      | 0.0262m/s^2  |
   136.2s     |522.8697m      |-0.0117m/s    | 0.0176m/s^2  | 522.8606m      | 0.0177m/s^2  |
   136.3s     |522.8683m      |-0.0117m/s    | 0.0176m/s^2  | 522.8606m      | 0.0184m/s^2  |
   136.4s     |522.8668m      |-0.0124m/s    | 0.0176m/s^2  | 522.8606m      | 0.0112m/s^2  |
   136.5s     |522.8651m      |-0.0125m/s    | 0.0176m/s^2  | 522.8161m      | 0.0203m/s^2  |
   136.6s     |522.8626m      |-0.0128m/s    | 0.0176m/s^2  | 522.8459m      | 0.0214m/s^2  |
   136.7s     |522.8610m      |-0.0130m/s    | 0.0176m/s^2  | 522.8606m      | 0.0114m/s^2  |
   136.8s     |522.8597m      |-0.0138m/s    | 0.0176m/s^2  | 522.8756m      | 0.0141m/s^2  |
   136.9s     |522.8587m      |-0.0137m/s    | 0.0176m/s^2  | 522.8756m      | 0.0158m/s^2  |
   137.0s     |522.8578m      |-0.0134m/s    | 0.0176m/s^2  | 522.8756m      | 0.0265m/s^2  |
   137.1s     |522.8569m      |-0.0131m/s    | 0.0176m/s^2  | 522.8756m      | 0.0182m/s^2  |
   137.2s     |522.8563m      |-0.0134m/s    | 0.0176m/s^2  | 522.8907m      | 0.0056m/s^2  |
   137.3s     |522.8561m      |-0.0136m/s    | 0.0176m/s^2  | 522.9351m      | 0.0190m/s^2  |
   137.4s     |522.8568m      |-0.0125m/s    | 0.0176m/s^2  | 522.9502m      | 0.0267m/s^2  |
   137.5s     |522.8580m      |-0.0113m/s    | 0.0176m/s^2  | 522.9502m      | 0.0246m/s^2  |
   137.6s     |522.8593m      |-0.0108m/s    | 0.0175m/s^2  | 522.9652m      | 0.0131m/s^2  |
   137.7s     |522.8608m      |-0.0110m/s    | 0.0175m/s^2  | 522.9502m      | 0.0149m/s^2  |
   137.8s     |522.8622m      |-0.0113m/s    | 0.0175m/s^2  | 522.9652m      | 0.0091m/s^2  |
   137.9s     |522.8625m      |-0.0125m/s    | 0.0175m/s^2  | 522.8852m      | 0.0016m/s^2  |
   138.0s     |522.8615m      |-0.0135m/s    | 0.0175m/s^2  | 522.8554m      | 0.0137m/s^2  |
   138.1s     |522.8601m      |-0.0135m/s    | 0.0175m/s^2  | 522.8554m      | 0.0170m/s^2  |
   138.2s     |522.8586m      |-0.0139m/s    | 0.0175m/s^2  | 522.8554m      | 0.0116m/s^2  |
   138.3s     |522.8568m      |-0.0146m/s    | 0.0175m/s^2  | 522.8257m      | 0.0081m/s^2  |
   138.4s     |522.8543m      |-0.0154m/s    | 0.0175m/s^2  | 522.8106m      | 0.0170m/s^2  |
   138.5s     |522.8514m      |-0.0156m/s    | 0.0175m/s^2  | 522.7956m      | 0.0178m/s^2  |
   138.6s     |522.8484m      |-0.0159m/s    | 0.0175m/s^2  | 522.8106m      | 0.0140m/s^2  |
   138.7s     |522.8463m      |-0.0162m/s    | 0.0175m/s^2  | 522.8404m      | 0.0239m/s^2  |
   138.8s     |522.8451m      |-0.0149m/s    | 0.0175m/s^2  | 522.8852m      | 0.0307m/s^2  |
   138.9s     |522.8452m      |-0.0137m/s    | 0.0175m/s^2  | 522.9149m      | 0.0191m/s^2  |
   139.0s     |522.8456m      |-0.0136m/s    | 0.0175m/s^2  | 522.9447m      | 0.0145m/s^2  |
   139.1s     |522.8467m      |-0.0134m/s    | 0.0175m/s^2  | 522.9300m      | 0.0181m/s^2  |
   139.2s     |522.8480m      |-0.0134m/s    | 0.0175m/s^2  | 522.9598m      | 0.0128m/s^2  |
   139.3s     |522.8492m      |-0.0140m/s    | 0.0174m/s^2  | 522.9447m      | 0.0112m/s^2  |
   139.4s     |522.8499m      |-0.0143m/s    | 0.0174m/s^2  | 522.9300m      | 0.0147m/s^2  |
   139.5s     |522.8505m      |-0.0139m/s    | 0.0174m/s^2  | 522.9300m      | 0.0173m/s^2  |
   139.6s     |522.8504m      |-0.0136m/s    | 0.0174m/s^2  | 522.8852m      | 0.0150m/s^2  |
   139.7s     |522.8509m      |-0.0136m/s    | 0.0174m/s^2  | 522.9351m      | 0.0142m/s^2  |
   139.8s     |522.8511m      |-0.0142m/s    | 0.0174m/s^2  | 522.8907m      | 0.0068m/s^2  |
   139.9s     |522.8502m      |-0.0151m/s    | 0.0174m/s^2  | 522.8606m      | 0.0069m/s^2  |
   140.0s     |522.8489m      |-0.0159m/s    | 0.0174m/s^2  | 522.8606m      | 0.0068m/s^2  |
   140.1s     |522.8475m      |-0.0170m/s    | 0.0174m/s^2  | 522.8606m      | 0.0040m/s^2  |
   140.2s     |522.8460m      |-0.0177m/s    | 0.0174m/s^2  | 522.8459m      | 0.0066m/s^2  |
   140.3s     |522.8442m      |-0.0188m/s    | 0.0174m/s^2  | 522.8459m      | 0.0134m/s^2  |
   140.4s     |522.8420m      |-0.0191m/s    | 0.0174m/s^2  | 522.8311m      | 0.0134m/s^2  |
   140.5s     |522.8397m      |-0.0197m/s    | 0.0174m/s^2  | 522.8161m      | 0.0141m/s^2  |
   140.6s     |522.8372m      |-0.0203m/s    | 0.0174m/s^2  | 522.8161m      | 0.0140m/s^2  |
   140.7s     |522.8350m      |-0.0210m/s    | 0.0174m/s^2  | 522.8311m      | 0.0152m/s^2  |
   140.8s     |522.8327m      |-0.0211m/s    | 0.0174m/s^2  | 522.8161m      | 0.0191m/s^2  |
   140.9s     |522.8313m      |-0.0206m/s    | 0.0174m/s^2  | 522.8636m      | 0.0182m/s^2  |
   141.0s     |522.8301m      |-0.0207m/s    | 0.0174m/s^2  | 522.8636m      | 0.0132m/s^2  |
   141.1s     |522.8294m      |-0.0208m/s    | 0.0173m/s^2  | 522.9084m      | 0.0095m/s^2  |
   141.2s     |522.8293m      |-0.0216m/s    | 0.0173m/s^2  | 522.9084m      | 0.0073m/s^2  |
   141.3s     |522.8291m      |-0.0223m/s    | 0.0173m/s^2  | 522.9084m      | 0.0127m/s^2  |
   141.4s     |522.8284m      |-0.0229m/s    | 0.0173m/s^2  | 522.8787m      | 0.0082m/s^2  |
   141.5s     |522.8276m      |-0.0237m/s    | 0.0173m/s^2  | 522.9084m      | 0.0080m/s^2  |
   141.6s     |522.8272m      |-0.0242m/s    | 0.0173m/s^2  | 522.9084m      | 0.0147m/s^2  |
   141.7s     |522.8268m      |-0.0241m/s    | 0.0173m/s^2  | 522.9084m      | 0.0159m/s^2  |
   141.8s     |522.8265m      |-0.0236m/s    | 0.0172m/s^2  | 522.9232m      | 0.0165m/s^2  |
   141.9s     |522.8266m      |-0.0234m/s    | 0.0172m/s^2  | 522.9379m      | 0.0195m/s^2  |
   142.0s     |522.8269m      |-0.0230m/s    | 0.0172m/s^2  | 522.9379m      | 0.0157m/s^2  |
   142.1s     |522.8273m      |-0.0231m/s    | 0.0172m/s^2  | 522.9379m      | 0.0190m/s^2  |
   142.2s     |522.8281m      |-0.0219m/s    | 0.0171m/s^2  | 522.9680m      | 0.0253m/s^2  |
   142.3s     |522.8296m      |-0.0212m/s    | 0.0171m/s^2  | 522.9827m      | 0.0133m/s^2  |
   142.4s     |522.8313m      |-0.0210m/s    | 0.0171m/s^2  | 522.9680m      | 0.0186m/s^2  |
   142.5s     |522.8327m      |-0.0202m/s    | 0.0171m/s^2  | 522.9680m      | 0.0174m/s^2  |
   142.6s     |522.8342m      |-0.0201m/s    | 0.0170m/s^2  | 522.9827m      | 0.0166m/s^2  |
   142.7s     |522.8362m      |-0.0200m/s    | 0.0170m/s^2  | 523.0128m      | 0.0038m/s^2  |
   142.8s     |522.8387m      |-0.0206m/s    | 0.0170m/s^2  | 523.0275m      | 0.0065m/s^2  |
   142.9s     |522.8413m      |-0.0211m/s    | 0.0169m/s^2  | 523.0275m      | 0.0030m/s^2  |
   143.0s     |522.8436m      |-0.0218m/s    | 0.0169m/s^2  | 523.0128m      | 0.0013m/s^2  |
   143.1s     |522.8456m      |-0.0224m/s    | 0.0169m/s^2  | 523.0128m      | 0.0125m/s^2  |
   143.2s     |522.8473m      |-0.0227m/s    | 0.0168m/s^2  | 522.9827m      | 0.0026m/s^2  |
   143.3s     |522.8478m      |-0.0230m/s    | 0.0168m/s^2  | 522.9232m      | 0.0175m/s^2  |
   143.4s     |522.8479m      |-0.0226m/s    | 0.0168m/s^2  | 522.9413m      | 0.0186m/s^2  |
   143.5s     |522.8477m      |-0.0224m/s    | 0.0168m/s^2  | 522.9259m      | 0.0160m/s^2  |
   143.6s     |522.8474m      |-0.0223m/s    | 0.0168m/s^2  | 522.9112m      | 0.0145m/s^2  |
   143.7s     |522.8467m      |-0.0222m/s    | 0.0167m/s^2  | 522.8965m      | 0.0189m/s^2  |
   143.8s     |522.8455m      |-0.0218m/s    | 0.0167m/s^2  | 522.8814m      | 0.0198m/s^2  |
   143.9s     |522.8442m      |-0.0217m/s    | 0.0167m/s^2  | 522.8814m      | 0.0139m/s^2  |
   144.0s     |522.8428m      |-0.0218m/s    | 0.0167m/s^2  | 522.8513m      | 0.0207m/s^2  |
   144.1s     |522.8409m      |-0.0214m/s    | 0.0167m/s^2  | 522.8667m      | 0.0263m/s^2  |
   144.2s     |522.8393m      |-0.0207m/s    | 0.0167m/s^2  | 522.8667m      | 0.0187m/s^2  |
   144.3s     |522.8384m      |-0.0202m/s    | 0.0167m/s^2  | 522.9163m      | 0.0159m/s^2  |
   144.4s     |522.8382m      |-0.0209m/s    | 0.0167m/s^2  | 522.9016m      | 0.0016m/s^2  |
   144.5s     |522.8379m      |-0.0223m/s    | 0.0167m/s^2  | 522.9163m      | 0.0024m/s^2  |
   144.6s     |522.8375m      |-0.0239m/s    | 0.0167m/s^2  | 522.9016m      |-0.0035m/s^2  |
   144.7s     |522.8376m      |-0.0253m/s    | 0.0166m/s^2  | 522.9492m      | 0.0141m/s^2  |
   144.8s     |522.8378m      |-0.0253m/s    | 0.0166m/s^2  | 522.9344m      | 0.0130m/s^2  |
   144.9s     |522.8382m      |-0.0256m/s    | 0.0166m/s^2  | 522.9970m      | 0.0061m/s^2  |
   145.0s     |522.8396m      |-0.0261m/s    | 0.0166m/s^2  | 522.9970m      | 0.0074m/s^2  |
   145.1s     |522.8408m      |-0.0266m/s    | 0.0165m/s^2  | 522.9970m      | 0.0064m/s^2  |
   145.2s     |522.8417m      |-0.0265m/s    | 0.0165m/s^2  | 522.9820m      | 0.0144m/s^2  |
   145.3s     |522.8423m      |-0.0266m/s    | 0.0165m/s^2  | 522.9669m      | 0.0196m/s^2  |
   145.4s     |522.8426m      |-0.0264m/s    | 0.0165m/s^2  | 522.9522m      | 0.0143m/s^2  |
   145.5s     |522.8424m      |-0.0274m/s    | 0.0164m/s^2  | 522.9372m      | 0.0004m/s^2  |
   145.6s     |522.8416m      |-0.0291m/s    | 0.0164m/s^2  | 522.9225m      | 0.0011m/s^2  |
   145.7s     |522.8407m      |-0.0299m/s    | 0.0164m/s^2  | 522.9225m      | 0.0108m/s^2  |
   145.8s     |522.8398m      |-0.0297m/s    | 0.0164m/s^2  | 522.9225m      | 0.0134m/s^2  |
   145.9s     |522.8391m      |-0.0298m/s    | 0.0164m/s^2  | 522.9372m      | 0.0096m/s^2  |
   146.0s     |522.8394m      |-0.0300m/s    | 0.0163m/s^2  | 522.9820m      | 0.0169m/s^2  |
   146.1s     |522.8404m      |-0.0296m/s    | 0.0163m/s^2  | 522.9970m      | 0.0174m/s^2  |
   146.2s     |522.8415m      |-0.0284m/s    | 0.0163m/s^2  | 522.9970m      | 0.0160m/s^2  |
   146.3s     |522.8428m      |-0.0277m/s    | 0.0162m/s^2  | 523.0118m      | 0.0166m/s^2  |
   146.4s     |522.8449m      |-0.0275m/s    | 0.0162m/s^2  | 523.0118m      | 0.0104m/s^2  |
   146.5s     |522.8461m      |-0.0274m/s    | 0.0162m/s^2  | 523.0470m      | 0.0159m/s^2  |
   146.6s     |522.8483m      |-0.0278m/s    | 0.0161m/s^2  | 523.0022m      | 0.0038m/s^2  |
